kappa/Leo Minchir el-asad;S;LEO;LMI
kappa/Leo Minchir el-asad;S;LEO;LMI
6/Leo;S;HYA;LEO
omikron/Leo Subra;S;HYA;LEO
psi/Leo;S;HYA;LEO
xi/Leo;S;HYA;LEO
eta/Leo;S;CMI;CNC
theta/Leo Chertan;S;LEO;LMI
zeta/Leo Adhafera;S;LMI;LEO
chi/Leo;S;LEO;SEX
rho4/Leo;S;LEO;SEX
sigma/Leo;S;LEO;SEX
54/Leo;S;LMI;LEO
93/Leo;S;LEO;COM
R/Leo;S;HYA;LEO
TX/Leo;S;LEO;SEX
46/LMi Praecipula;S;LMI;UMA
beta/LMi;S;LMI;UMA
10/LMi;S;LMI;LYN
20/LMi Cor;S;LEO;LMI
21/LMi;S;LMI;LEO
30/LMi;S;LMI;UMA
37/LMi Praecipua;S;LEO;LMI
42/LMi;S;LEO;LMI
alpha/Lep Arneb;S;ORI;LEP
beta/Lep Nihal;S;ORI;LEP
gamma/Lep;S;COL;LEP
delta/Lep;S;MON;LEP
epsilon/Lep;S;LEP;CAE
iota/Lep;S;ERI;ORI
kappa/Lep;S;ERI;ORI
zeta/Lep;S;ORI;LEP
eta/Lep;S;MON;LEP
theta/Lep;S;LEP;MON
lambda/Lep;S;ORI;ERI
mu/Lep;S;ERI;LEP
R/Lep;S;ERI;LEP
RX/Lep;S;ERI;ORI
alpha1/Lib;S;LIB;VIR
alpha2/Lib Zubenelgenubi;S;LIB;VIR
beta/Lib Zubeneschamali;S;LIB;SER1
gamma/Lib Zuben-el-Akrab;S;LIB;VIR
delta/Lib Zuben Elakribi;S;LIB;SER1
epsilon/Lib;S;LIB;SER1
iota/Lib;S;LIB;HYA
nu/Lib;S;LIB;HYA
kappa/Lib;S;LIB;SCO
sigma/Lib;S;LIB;HYA
theta/Lib;S;LIB;SCO
tau/Lib;S;LIB;HYA
ypsilon/Lib;S;LIB;HYA
alpha/Lup;S;LUP;CEN
beta/Lup;S;LUP;CEN
gamma/Lup;S;NOR;LUP
delta/Lup;S;LUP;CEN
epsilon/Lup;S;NOR;LUP
zeta/Lup;S;NOR;LUP
eta/Lup;S;LUP;NOR
theta/Lup;S;SCO;LUP
iota/Lup;S;LUP;CEN
kappa/Lup;S;NOR;LUP
lambda/Lup;S;LUP;NOR
mu/Lup;S;NOR;LUP
nu1/Lup;S;NOR;LUP
nu2/Lup;S;NOR;LUP
omikron/Lup;S;CEN;HYA
pi/Lup;S;LUP;CEN
rho/Lup;S;LUP;CEN
xi/Lup;S;COL;CMA
phi1/Lup;S;LUP;CEN
;;LUP;LIB
alpha/Lyn;S;LYN;LMI
16/Lyn psi10 Aurigae;S;LYN;AUR
31/Lyn Alsciauka;S;LYN;GEM
10UMa/Lyn;S;LYN;UMA
38/Lyn;S;LYN;LMI
5/Lyn;S;LYN;AUR
12/Lyn;S;LYN;AUR
12/Lyn;S;LYN;AUR
15/Lyn;S;LYN;AUR
22/Lyn;S;LYN;AUR
24/Lyn;S;CAM;LYN
alpha/Lyr Wega;S;LYR;HER
alpha/Lyr Wega;S;LYR;HER
alpha/Lyr Wega;S;LYR;HER
beta/Lyr Sheliak;S;HER;LYR
gamma/Lyr Sulafat;S;HER;LYR
delta1/Lyr;S;LYR;HER
delta2/Lyr;S;LYR;HER
epsilon1/Lyr Double Double;S;HER;LYR
epsilon2/Lyr Double Double;S;HER;LYR
zeta/Lyr;S;HER;LYR
eta/Lyr Aladfar;S;CYG;LYR
theta1/Lyr;S;CYG;LYR
theta2/Lyr;S;CYG;LYR
theta3/Lyr;S;CYG;LYR
16/Lyr;S;LYR;DRA
17/Lyr;S;LYR;VUL
17/Lyr;S;LYR;VUL
17/Lyr;S;LYR;VUL
17/Lyr;S;LYR;VUL
17/Lyr;S;LYR;VUL
alpha/Mon Lukida;S;MON;PUP
beta/Mon;S;MON;ORI
beta/Mon;S;MON;ORI
gamma/Mon Tempestris;S;MON;ORI
delta/Mon;S;CMI;MON
epsilon/Mon;S;MON;ORI
zeta/Mon;S;HYA;CMI
zeta/Mon;S;HYA;CMI
3/Mon;S;MON;ORI
10/Mon;S;MON;ORI
10/Mon;S;MON;ORI
15/Mon;S;GEM;MON
15/Mon;S;GEM;MON
15/Mon;S;GEM;MON
15/Mon;S;GEM;MON
15/Mon;S;GEM;MON
15/Mon;S;GEM;MON
15/Mon;S;GEM;MON
20/Mon;S;CMI;MON
alpha/Mus;S;CEN;CRU
alpha/Oph Ras Alhague;S;OPH;HER
beta/Oph Celbalrai;S;OPH;SER2
gamma/Oph;S;OPH;SER2
delta/Oph Yed Prior;S;HER;SER1
epsilon/Oph Yed Posterior;S;OPH;SER1
eta/Oph Sabik;S;OPH;SER2
zeta/Oph Han;S;OPH;SCO
theta/Oph;S;OPH;SER2
kappa/Oph;S;OPH;HER
;S-;OPH;SER2
nu/Oph;S;OPH;SER2
chi/Oph;S;SCO;OPH
lambda/Oph Marfik;S;OPH;HER
lambda/Oph Marfik;S;OPH;HER
sigma/Oph;S;OPH;SER2
rho/Oph;S;SCO;OPH
rho/Oph;S;SCO;OPH
rho/Oph;S;SCO;OPH
rho/Oph;S;SCO;OPH
omikron/Oph;S;OPH;SER2
xi/Oph;S;OPH;SER2
tau/Oph;S;OPH;SER2
tau/Oph;S;OPH;SER2
phi/Oph;S;SCO;OPH
psi/Oph;S;SCO;OPH
omega/Oph;S;SCO;OPH
U/Oph;S;OPH;SER2
X/Oph;S;AQL;SER2
u/Oph;S;OPH;SER1
30/Oph;S;OPH;HER
36/Oph;S;OPH;SCO
36/Oph;S;OPH;SCO
36/Oph;S;OPH;SCO
41/Oph;S;OPH;SER2
67/Oph;S;OPH;SER2
67/Oph;S;OPH;SER2
68/Oph;S;OPH;SER2
70/Oph;S;OPH;SER2
alpha/Ori Beteigeuze;S;TAU;ORI
beta/Ori Rigel;S;ERI;ORI
delta/Ori Mintaka;S;ORI;ERI
epsilon/Ori Alnilam;S;ORI;ERI
gamma/Ori Bellatrix;S;TAU;ORI
lambda/Ori Meissa;S;TAU;ORI
phi2/Ori;S;ORI;MON
phi2/Ori;S;ORI;MON
eta/Ori Saiph;S;ORI;ERI
eta/Ori Saiph;S;ORI;ERI
theta1/Ori;S;ORI;MON
iota/Ori Hatsya;S;ORI;MON
kappa/Ori Saiph;S;ORI;MON
rho/Ori;S;ERI;ORI
sigma/Ori;S;ORI;ERI
sigma/Ori;S;ORI;ERI
sigma/Ori;S;ORI;ERI
sigma/Ori;S;ORI;ERI
zeta/Ori Alnitak;S;ORI;ERI
tau/Ori;S;ERI;ORI
pi1/Ori;S;TAU;ORI
pi3/Ori Tabit;S;ORI;TAU
pi4/Ori;S;ERI;ORI
pi5/Ori;S;ERI;ORI
mu/Ori;S;ORI;TAU
psi/Ori;S;ORI;TAU
W/Ori;S;ERI;ORI
VV/Ori;S;ORI;ERI
U/Ori;S;TAU;ORI
16/Ori;S;TAU;ORI
23/Ori;S;ORI;TAU
31/Ori;S;ORI;MON
32/Ori;S;TAU;ORI
42/Ori;S;ORI;MON
71/Ori;S;GEM;ORI
71/Ori;S;GEM;ORI
74/Ori;S;ORI;GEM
75/Ori;S;ORI;GEM
alpha/Pav Joo Tseo;S;PAV;IND
alpha/Peg Markab;S;PEG;PSC
beta/Peg Scheat;S;PEG;AND
gamma/Peg Algenib;S;PEG;AND
epsilon/Peg Enif;S;PEG;AQR
eta/Peg Matar;S;LAC;PEG
zeta/Peg Homam;S;PEG;AQR
theta/Peg Baham;S;PEG;AQR
kappa/Peg Jih;S;PEG;CYG
kappa/Peg Jih;S;PEG;CYG
lambda/Peg Sadalpheretz;S;PEG;CYG
mu/Peg Sadalbari;S;PEG;CYG
nu/Peg;S;PEG;AQR
xi/Peg;S;PEG;PSC
iota/Peg;S;PEG;LAC
tau/Peg Kerb;S;PEG;AND
omikron/Peg;S;LAC;PEG
rho/Peg;S;PSC;PEG
chi/Peg;S;PEG;AND
psi/Peg;S;AND;PEG
1/Peg;S;PEG;VUL
13/Peg;S;PEG;VUL
30/Peg;S;AQR;PEG
32/Peg;S;LAC;PEG
35/Peg;S;AQR;PEG
35/Peg;S;AQR;PEG
57/Peg;S;PSC;PEG
64/Peg;S;PEG;AND
78/Peg;S;AND;PEG
alpha/Per Mirfak;S;CAM;PER
beta/Per Algol;S;PER;TRI
gamma/Per;S;PER;CAS
delta/Per;S;CAM;PER
epsilon/Per;S;PER;TAU
lambda/Per;S;CAM;PER
phi/Per;S;AND;PER
psi/Per;S;CAM;PER
rho/Per Gorgonea Tertia;S;PER;TRI
theta/Per;S;AND;PER
pi/Per Gorgonea Secunda;S;PER;TRI
zeta/Per;S;PER;TAU
eta/Per Miram;S;PER;CAM
omikron/Per Atik;S;TAU;PER
sigma/Per;S;CAM;PER
chi/Per;S;TAU;PER
tau/Per;S;PER;AND
omega/Per Gorgonea Quarta;S;PER;TRI
iota/Per;S;PER;CAS
kappa/Per Misam;S;PER;TRI
mu/Per;S;CAM;PER
nu/Per;S;PER;CAM
xi/Per Menkib;S;PER;TAU
b1/Per;S;CAM;PER
IW/Per;S;ARI;PER
16/Per;S;TRI;PER
34/Per;S;CAM;PER
40/Per;S;TAU;PER
43/Per;S;CAM;PER
alpha/Psc Alrescha;S;CET;PSC
beta/Psc Fum al Samakah;S;PSC;AQR
gamma/Psc;S;PSC;AQR
delta/Psc;S;PSC;CET
epsilon/Psc;S;PSC;CET
zeta1/Psc;S;PSC;CET
zeta2/Psc;S;PSC;CET
phi/Psc;S;AND;PSC
mu/Psc;S;PSC;CET
nu/Psc;S;PSC;ARI
xi/Psc;S;PSC;ARI
omikron/Psc Torcularis septentrionalis;S;PSC;ARI
eta/Psc Alpherg;S;PSC;AND
theta/Psc;S;PSC;PEG
iota/Psc;S;PSC;PEG
kappa/Psc;S;PSC;AQR
lambda/Psc;S;PSC;PEG
pi/Psc;S;PSC;AND
rho/Psc;S;TRI;PSC
sigma/Psc;S;AND;PSC
tau/Psc;S;AND;PSC
ypsilon/Psc;S;AND;PSC
chi/Psc;S;AND;PSC
psi1/Psc;S;AND;PSC
psi2/Psc;S;AND;PSC
omega/Psc;S;PEG;PSC
20/Psc;S;PSC;AQR
27/Psc;S;PSC;AQR
34/Psc;S;PEG;PSC
55/Psc;S;AND;PEG
80/Psc;S;PSC;CET
UU/Psc;S;PEG;PSC
TV/Psc;S;PSC;AND
alpha/Phe Ankaa;S;SCL;GRU
alpha/PsA Fomalhaut;S;PSA;AQR
beta/PsA;S;PSA;AQR
gamma/PsA;S;PSA;AQR
delta/PsA;S;PSA;AQR
epsilon/PsA;S;PSA;AQR
zeta/PsA;S;PSA;AQR
eta/PsA;S;PSA;AQR
theta/PsA;S;PSA;CAP
iota/PsA;S;PSA;CAP
lambda/PsA;S;PSA;AQR
mu/PsA;S;PSA;AQR
pi/PsA;S;SCL;PSA
tau/PsA;S;PSA;AQR
ypsilon/PsA;S;PSA;AQR
rho/Pub;S;PUP;HYA
tau/Pub;S;CAR;PIC
kappa/Pub;S;PUP;CMA
nu/Pub;S;COL;PUP
omikron/Pub;S;PUP;CMA
pi/Pub;S;PUP;CMA
sigma/Pub Hadir;S;CMA;PUP
zeta/Pup Naos;S;VEL;PUP
xi/Pub Azmidiske;S;PUP;CMA
alpha/Pyx;S;PYX;HYA
beta/Pyx;S;VEL;PYX
gamma/Pyx;S;PYX;HYA
delta/Pyx;S;PYX;HYA
epsilon/Pyx;S;PYX;HYA
zeta/Pyx;S;PYX;HYA
eta/Pyx;S;PYX;HYA
theta/Pyx;S;PYX;ANT
kappa/Pyx;S;PYX;HYA
lambda/Pyx;S;PYX;ANT
alpha/Sge Sham;S;VUL;CYG
beta/Sge;S;VUL;SGE
gamma/Sge;S;SGE;AQL
delta/Sge;S;VUL;CYG
epsilon/Sge;S;SGE;VUL
zeta/Sge;S;VUL;CYG
eta/Sge;S;SGE;AQL
theta/Sge;S;AQL;SGE
alpha/Scl;S;CET;SCL
beta/Scl;S;SCL;GRU
gamma/Scl;S;SCL;GRU
delta/Scl;S;SCL;GRU
epsilon/Scl;S;CET;FOR
zeta/Scl;S;CET;SCL
eta/Scl;S;CET;SCL
theta/Scl;S;SCL;GRU
iota/Scl;S;CET;SCL
kappa1/Scl;S;CET;SCL
kappa2/Scl;S;CET;SCL
lambda1/Scl;S;SCL;GRU
lambda2/Scl;S;SCL;GRU
mu/Scl;S;SCL;GRU
xi/Scl;S;SCL;GRU
pi/Scl;S;FOR;CET
sigma/Scl;S;CET;SCL
tau/Scl;S;CET;SCL
R/Scl;S;CET;SCL
alpha/Sct;S;SER2;SCT
beta/Sct;S;AQL;SER2
gamma/Sct;S;SCT;SGR
delta/Sct;S;AQL;SER2
epsilon/Sct;S;AQL;SER2
zeta/Sct;S;SER2;SCT
eta/Sct;S;AQL;SCT
alpha/Sco Antares;S;SCO;OPH
beta/Sco Akrab;S;LIB;SCO
beta/Sco Akrab;S;LIB;SCO
delta/Sco Dschubba;S;LIB;SCO
epsilon/Sco Wei;S;SCO;OPH
zeta1/Sco;S;SCO;ARA
zeta2/Sco;S;SCO;ARA
eta/Sco;S;SCO;ARA
theta/Sco Sargas;S;SCO;ARA
iota1/Sco;S;SCO;OPH
iota2/Sco;S;SCO;OPH
kappa/Sco Girtab;S;SCO;OPH
lambda/Sco Shaula;S;SCO;OPH
lambda/Sco Shaula;S;SCO;OPH
mu1/Sco Denebakrab;S;SCO;OPH
mu2/Sco;S;SCO;OPH
nu/Sco Jabbah;S;SCO;OPH
omikron/Sco;S;SCO;OPH
pi/Sco;S;LIB;SCO
rho/Sco;S;SCO;LIB
theta/Sco Sargas;S;SCO;ARA
sigma/Sco Al Niyat;S;SCO;OPH
tau/Sco Alniyat;S;SCO;OPH
ypsilon/Sco Lesath;S;SCO;OPH
xi/Sco;S;LIB;SCO
xi/Sco;S;LIB;SCO
chi/Sco;S;SCO;OPH
psi/Sco;S;OPH;SCO
omega1/Sco;S;SCO;LIB
omega1/Sco;S;SCO;LIB
RR/Sco;S;SCO;OPH
b/Sco;S;LIB;SCO
2/Sco;S;LIB;SCO
alpha/Ser Unukalhai;S;SER1;BOO
beta/Ser Chow;S;SER1;HER
beta/Ser Chow;S;SER1;HER
gamma/Ser;S;HER;SER1
gamma/Ser;S;HER;SER1
delta/Ser Tsin;S;BOO;SER1
epsilon/Ser;S;LIB;SER1
zeta/Ser;S;OPH;SER2
eta/Ser Tang;S;SER2;OPH
theta/Ser Alya;S;AQL;SER2
iota/Ser;S;SER1;HER
kappa/Ser;S;SER1;HER
lambda/Ser;S;SER1;BOO
mu/Ser;S;LIB;SER1
nu/Ser;S;OPH;SER2
xi/Ser;S;OPH;SER2
omikron/Ser;S;OPH;SER2
pi/Ser;S;HER;SER1
rho/Ser;S;SER1;HER
sigma/Ser;S;OPH;SER1
Tau1/Ser;S;SER1;BOO
Tau2/Ser;S;SER1;BOO
Tau3/Ser;S;SER1;BOO
Tau4/Ser;S;SER1;BOO
Tau5/Ser;S;SER1;BOO
Tau6/Ser;S;SER1;HER
Tau7/Ser;S;SER1;HER
Tau8/Ser;S;SER1;HER
ypsilon/Ser;S;SER1;HER
phi/Ser;S;LIB;OPH
chi/Ser;S;SER1;HER
psi/Ser;S;LIB;SER1
omega/Ser;S;LIB;SER1
e/Ser;S;AQL;SER2
R/Ser;S;SER1;HER
5/Ser;S;SER1;LIB
5/Ser;S;SER1;LIB
6/Ser;S;SER1;LIB
59/Ser;S;SER2;OPH
zeta/Sge;S;VUL;CYG
zeta/Sge;S;VUL;CYG
zeta/Sge;S;VUL;CYG
alpha/Sgr Rukbat;S;CRA;SGR
beta1/Sgr Arkab Prior;S;CRA;SGR
beta2/Sgr Arkab Posterior;S;CRA;SGR
gamma/Sgr Alnasl;S;CRA;SCO
delta/Sgr Kaus Media;S;SGR;SCO
epsilon/Sgr Kaus Australis;S;SGR;SCO
eta/Sgr;S;SGR;SCO
eta/Sgr;S;SGR;SCO
theta1/Sgr;S;SGR;CRA
theta2/Sgr;S;SGR;CRA
iota/Sgr;S;SGR;CRA
kappa1/Sgr;S;MIC;IND
kappa2/Sgr;S;MIC;IND
lambda/Sgr Kaus Borealis;S;SCT;SGR
mu/Sgr Polis;S;SGR;SCO
mu/Sgr Polis;S;SGR;SCO
nu1/Sgr Ain al Rami;S;SCT;SGR
nu2/Sgr;S;SCT;SGR
xi1/Sgr;S;SCT;SGR
xi2/Sgr;S;SCT;SGR
zeta/Sgr Ascella;S;SGR;SCO
zeta/Sgr Ascella;S;SGR;SCO
omikron/Sgr;S;SCT;SGR
pi/Sgr Albaldah;S;SGR;AQL
rho1/Sgr;S;SGR;AQL
rho2/Sgr;S;SGR;AQL
sigma/Sgr Nunki;S;SGR;SCO
tau/Sgr;S;SGR;SCO
ypsilon/Sgr;S;SGR;AQL
phi/Sgr;S;SGR;SCO
chi1/Sgr;S;SGR;SCT
chi2/Sgr;S;SGR;SCT
chi3/Sgr;S;SGR;SCT
psi/Sgr;S;SGR;SCT
omega/Sgr;S;SGR;SCO
b1/Sgr;S;SGR;CRA
1/Sgr;S;SGR;SCO
21/Sgr;S;SCT;SGR
52/Sgr;S;SGR;SCT
54/Sgr;S;SGR;AQL
X/Sgr;S;SCO;OPH
W/Sgr;S;CRA;SCO
RS/Sgr;S;SGR;SCO
Y/Sgr;S;SCT;SGR
RT/Sgr;S;SGR;CRA
alpha/Tau Aldebaran;S;TAU;ARI
beta/Tau El Nath;S;TAU;AUR
gamma/Tau Hyadum I;S;TAU;ARI
delta1/Tau Hyadum II;S;TAU;ARI
delta2/Tau;S;TAU;ARI
delta3/Tau CleeiaCleeia;S;TAU;ARI
delta3/Tau Cleeia;S;TAU;ARI
epsilon/Tau Ain;S;TAU;ARI
zeta/Tau Tien Kwan;S;TAU;ORI
eta/Tau Alcyone;S;TAU;ARI
eta/Tau Alcyone;S;TAU;ARI
eta/Tau Alcyone;S;TAU;ARI
theta1/Tau;S;TAU;ARI
theta2/Tau;S;TAU;ARI
iota/Tau;S;TAU;ORI
kappa1/Tau;S;TAU;ARI
kappa2/Tau;S;TAU;ARI
lambda/Tau Pectus Tauri;S;TAU;ARI
mu/Tau;S;TAU;ERI
nu/Tau;S;TAU;ERI
xi/Tau;S;TAU;ARI
omikron/Tau;S;CET;TAU
pi/Tau;S;TAU;ARI
rho/Tau;S;TAU;ARI
sigma1/Tau;S;TAU;ORI
sigma2/Tau;S;TAU;ORI
tau/Tau;S;TAU;AUR
tau/Tau;S;TAU;AUR
ypsilon/Tau;S;TAU;ARI
phi/Tau;S;TAU;ARI
phi2/Tau;S;TAU;ARI
chi/Tau;S;TAU;ARI
psi/Tau;S;TAU;ARI
omega1/Tau;S;TAU;ARI
omega2/Tau;S;TAU;ARI
BU/Tau;S;TAU;ARI
19/Tau;S;TAU;ARI
30/Tau;S;TAU;ARI
37/Tau;S;TAU;ARI
47/Tau;S;TAU;ERI
81/Tau;S;TAU;ARI
88/Tau;S;TAU;ERI
c/Tau;S;TAU;ORI
103/Tau;S;TAU;ORI
111/Tau;S;TAU;ORI
115/Tau;S;TAU;ORI
114/Tau;S;TAU;ORI
114/Tau;S;TAU;ORI
134/Tau;S;TAU;ORI
alpha/TrA RasAlMuthallath;S;ARA;TRA
beta/TrA;S;NOR;TRA
gamma/TrA;S;TRA;CIR
alpha/Tri Metallah;S;TRI;PSC
beta/Tri;S;AND;TRI
gamma/Tri;S;TRI;AND
delta/Tri;S;TRI;AND
epsilon/Tri;S;TRI;AND
iota/Tri;S;AND;TRI
R/Tri;S;TRI;PER
10/Tri;S;TRI;ARI
alpha/Tuc;S;TUC;IND
alpha/UMa Dubhe;S;UMA;LYN
beta/UMa Merak;S;UMA;LYN
gamma/UMa Phecda;S;UMA;COM
delta/UMa Megrez;S;CVN;UMA
epsilon/UMa Alioth;S;UMA;CVN
zeta/UMa Mizar;S;UMA;CVN
zeta/UMa Mizar;S;UMA;CVN
eta/UMa Alkaid (Benetnasch);S;UMA;CVN
theta/UMa Alhaud;S;UMA;LYN
iota/UMa Talitha Borealis;S;LYN;UMA
kappa/UMa Talitha Australis;S;LYN;UMA
lambda/UMa Tania Borealis;S;LMI;UMA
mu/UMa Tania Australis;S;LMI;UMA
nu/UMa Alula Borealis;S;LEO;LMI
xi/UMa Alula Australis;S;LEO;LMI
omikron/UMa Muscida;S;LYN;UMA
omikron/UMa Muscida;S;LYN;UMA
pi1/UMa;S;LYN;UMA
pi2/UMa Muscida;S;LYN;UMA
rho/Uma;S;UMA;LYN
sigma1/UMa;S;UMA;LYN
sigma2/UMa;S;UMA;LYN
sigma2/UMa;S;UMA;LYN
tau/UMa;S;UMA;LYN
ypsilon/UMa;S;UMA;LYN
phi/UMa;S;UMA;LYN
chi/UMa;S;UMA;LMI
psi/UMa;S;UMA;LMI
omega/UMa;S;LMI;UMA
VY/UMa;S;DRA;UMA
23/UMa;S;DRA;UMA
23/UMa;S;DRA;UMA
57/UMa;S;UMA;CVN
61/UMa;S;LEO;LMI
67/UMa;S;CVN;COM
78/UMA;S;UMA;DRA
g/UMa Alkor;S;UMA;CVN
alpha/UMi Polarstern;S;CEP;CAM
beta/UMi Kochab;S;UMI;DRA
gamma/UMi Pherkad;S;DRA;UMI
delta/UMi Yildun;S;UMI;DRA
epsilon/UMi;S;UMI;DRA
zeta/UMi Akhfa al Farkadain;S;UMI;DRA
eta/UMi Alasco;S;UMI;DRA
theta/UMi;S;UMI;CAM
lambda/UMi;S;UMI;DRA
pi1/UMi;S;UMI;CAM
pi2/UMi;S;UMI;DRA
delta/Vel Koo She;S;CAR;VEL
gamma/Vel Regor;S;VEL;CAR
kappa/Vel Cih;S;CAR;VEL
lambda/Vel Suhail;S;VEL;PYX
mu/Vel;S;VEL;ANT
alpha/Vir Spica;S;VIR;COM
beta/Vir Zavijava;S;CRT;VIR
beta/Vir Zavijava;S;CRT;VIR
gamma/Vir Porrima;S;VIR;CRT
delta/Vir Auva;S;COM;VIR
epsilon/Vir Vindemiatrix;S;COM;VIR
zeta/Vir Heze;S;BOO;VIR
eta/Vir Zaniah;S;VIR;CRT
theta/Vir;S;VIR;CRV
iota/Vir Syrma;S;LIB;VIR
kappa/Vir;S;VIR;CRV
lambda/Vir Khambalia;S;LIB;VIR
mu/Vir Rijl al Awwa;S;LIB;VIR
nu/Vir;S;LEO;VIR
xi/Vir;S;LEO;VIR
omikron/Vir;S;COM;VIR
pi/Vir;S;COM;LEO
rho/Vir;S;COM;VIR
sigma/Vir;S;COM;VIR
tau/Vir;S;BOO;VIR
ypsilon/Vir;S;LIB;VIR
phi/Vir;S;LIB;VIR
chi/Vir;S;VIR;CRV
chi/Vir;S;VIR;CRV
chi/Vir;S;VIR;CRV
psi/Vir;S;VIR;CRV
omega/Vir;S;LEO;VIR
ph1/Vir;S;VIR;CRV
ph1/Vir;S;VIR;CRV
phi2/Vir;S;LIB;VIR
CU/Vir;S;BOO;VIR
CS/Vir;S;LIB;HYA
53/Vir;S;VIR;HYA
61/Vir;S;VIR;HYA
70/Vir;S;COM;VIR
84/Vir;S;VIR;BOO
alpha/Vul Lukida;S;CYG;LYR
23/Vul;S;VUL;SGE
31/Vul;S;VUL;DEL
13/Vul;S;SGE;AQL
15/Vul;S;VUL;SGE
T/Vul;S;VUL;DEL
2/Vul;S;VUL;LYR
2/Vul;S;VUL;LYR
4/Vul;S;VUL;SGE
61 B/Cyg;S;VUL;CYG
61 A/Cyg;S;VUL;CYG
HD 203112;S;CYG;LYR
V1334/Cyg;S;VUL;CYG
HD 206261;S;CYG;LYR
77/Cyg;S;CYG;LYR
HD 206267A;S;CEP;CYG
76/Cyg;S;CYG;LYR
HD 213061;S;LAC;PEG
HR 8617;S;LAC;CEP
HD 214608;S;LAC;CEP
BD+43 4260A;S;LAC;CEP
HR 8708;S;LAC;PEG
BD+43 4331A;S;LAC;PEG
4/And;S;AND;CAS
HR 9011;S;AND;CAS
HD 222516;S;AND;CAS
HR 1;S;AND;CAS
HD 3531;S;AND;CAS
HR 283;S;AND;CAS
HR 282;S;AND;CAS
HD 7722;S;AND;CAS
HR 483;S;AND;TRI
gam02/And;S;AND;TRI
gam01/And;S;AND;TRI
HR 687;S;AND;PER
HR 746;S;TRI;PER
20/Per;S;TRI;PER
BD+37 655A;S;TRI;PER
BD+37 655B;S;TRI;PER
HR 768;S;TRI;PER
HD 200077;S;CYG;LYR
HD 200031;S;VUL;CYG
HD 200465;S;CYG;LYR
HR 8155;S;CYG;LYR
V1942/Cyg;S;LAC;CYG
AR/Lac;S;LAC;CEP
HD 210387;S;LAC;PEG
V402/Lac;S;LAC;PEG
HR 8652;S;LAC;CEP
HD 215344;S;LAC;CEP
HD 218674;S;CAS;AND
8/And;S;CAS;AND
HD 219962;S;CAS;AND
HD 3211;S;AND;CAS
HR 164;S;AND;CAS
HD 2301;S;CAS;AND
CCDM J01030+4723AB;S;AND;CAS
BD+46 275A;S;AND;CAS
b/And;S;AND;PER
12/Per;S;TRI;PER
HD 196850;S;VUL;CYG
HR 7922;S;VUL;CYG
V367/Cyg;S;VUL;CYG
HR 8009;S;CYG;LYR
HD 197018;S;CYG;LYR
HR 8071;S;CYG;LYR
nu/Cyg;S;CYG;LYR
ksi/Cyg;S;CYG;LYR
HD 204710;S;CYG;LYR
HR 8445;S;LAC;CEP
HD 211660;S;LAC;CEP
V350/Lac;S;LAC;CEP
9/Lac;S;CEP;LAC
HR 9028;S;AND;CAS
HD 223916;S;AND;CAS
R/Cas;S;AND;CAS
HR 91;S;CAS;AND
AO/Cas;S;AND;CAS
HD 6084;S;AND;CAS
CCDM J01106+5101AP;S;AND;CAS
HD 9901;S;PER;AND
CCDM J01493+4754AB;S;PER;AND
BD+47 508A;S;PER;AND
CCDM J02140+4729AB;S;AND;PER
BD+46 536A;S;AND;PER
HD 17246;S;TRI;PER
HD 18392;S;PER;TRI
CCDM J03172+4029AB;S;PER;TRI
BD+39 743A;S;PER;TRI
BD+39 743B;S;PER;TRI
HD 194558;S;CYG;LYR
ADS 13728;S;CYG;LYR
BD+38 4021A;S;CYG;LYR
HD 194206;S;VUL;CYG
HR 8064;S;CYG;CEP
HD 200407;S;CYG;LYR
HR 8023;S;CYG;LYR
HR 8107;S;CYG;CEP
HD 201599;S;CYG;LAC
V1934/Cyg;S;CYG;LAC
HR 8246;S;CYG;LAC
pi.02/Cyg;S;CYG;CEP
HR 8463;S;LAC;CEP
HD 213388;S;LAC;CEP
HD 217833;S;CAS;LAC
HD 219623;S;CAS;CEP
HD 224320;S;AND;CAS
HD 761;S;AND;CAS
HR 196;S;AND;CAS
HR 250;S;AND;CAS
HR 318;S;AND;CAS
HD 10497;S;AND;PER
6/Per;S;AND;PER
65/And;S;PER;AND
HR 792;S;AND;PER
HD 17891;S;PER;TRI
HD 19092;S;PER;TRI
HD 192659;S;CYG;LYR
HD 193322A;S;CYG;LYR
HR 7795;S;CYG;LYR
HR 7759;S;CYG;LYR
HD 193322;S;CYG;LYR
HR 7802;S;CYG;LYR
HR 7969;S;CYG;LAC
HR 7958;S;CYG;CEP
HR 7966;S;CYG;CEP
HR 7983;S;CYG;LAC
f02/Cyg;S;CYG;LAC
f01/Cyg;S;CYG;CEP
HD 203746;S;CYG;CEP
HR 8242;S;CYG;LAC
HD 208253;S;LAC;CYG
V416/Lac;S;CEP;LAC
V509/Cas;S;CAS;LAC
CCDM J23101+5727AB;S;CAS;CEP
HR 8832;S;CAS;CEP
HD 220007;S;CAS;CEP
HD 220562;S;AND;CAS
WDS J23102+5727A;S;CAS;CEP
CCDM J00049+5832AB;S;CAS;AND
GJ 4.1;S;CAS;AND
V640/Cas;S;CAS;AND
HD 2170;S;CAS;CEP
tet/Cas;S;AND;CAS
HD 10495;S;AND;PER
HD 15703;S;CAS;PER
tet/Per;S;AND;PER
