CATNO;CATNO2_NGC;CON;MESSIER;NAME_DE;NAME_EN;RA_HH;RA_MM_SS;DEC_DEG;DEC_MM_SS;OCTYPE;_DIAM_MM;MAG;STAR_CNT;DIST_LY;AGE;OC
1;NGC6694;Sct;M026;;;18;45.30;-9;23.00;-;0;8.87;-999;5000;-999;OC
1;NGC7429;;;;;22;55.90;59;59.00;-;0;-999;-999;-999;-999;OC
1;NGC256;;;;;0;45.90;-73;30.40;-;1;12.5;-999;-999;-999;OC
1;NGC2077;;;;;5;39.58;-69;39.32;-;0;11.71;-999;-999;-999;OC
1;NGC1929;;;;;5;21.63;-67;54.70;-;0;-999;-999;-999;-999;OC
1;NGC2453;;;;;7;47.58;-27;11.70;-;0;8.3;-999;-999;-999;OC
1;NGC2384;;;;;7;25.17;-21;1.30;-;0;7.4;-999;-999;-999;OC
1;NGC6152;;;;;16;32.70;-52;38.00;-;0;8.1;-999;-999;-999;OC
1;NGC1867;;;;;5;13.68;-66;17.63;-;1;13.35;-999;-999;-999;OC
1;NGC6631;;;;;18;27.20;-12;2.00;-;0;11.7;-999;-999;-999;OC
1;NGC6994;Aqr;M073;;;20;59.00;-12;38.00;-;0;8.9;-999;2500;-999;OC
1;NGC602;;;;;1;29.54;-73;33.64;-;0;13.018;-999;-999;-999;OC
1;NGC1826;;;;;5;5.57;-66;13.74;-;1;13.25;-999;-999;-999;OC
1;NGC2214;;;;;6;12.95;-68;15.60;-;0;10.93;-999;-999;-999;OC
1;NGC6178;;;;;16;35.78;-45;38.60;-;0;7.2;-999;-999;-999;OC
1;OGLE-CLLMC632;;;;;5;36.89;-70;6.36;-;1;-999;-999;-999;-999;OC
1;NGC6249;;;;;16;57.60;-44;49.00;-;0;8.2;-999;-999;-999;OC
1;NGC1755;;;;;4;55.23;-68;12.30;-;2;9.85;-999;-999;-999;OC
1;NGC2409;;;;;7;31.62;-17;11.60;-;0;7.3;-999;-999;-999;OC
1;NGC2009;;;;;5;30.98;-69;11.10;-;1;11.02;-999;-999;-999;OC
1;NGC2269;;;;;6;43.28;4;37.47;-;0;10;-999;-999;-999;OC
1;NGC7423;;;;;22;55.13;57;5.90;-;0;-999;-999;-999;-999;OC
1;NGC2250;;;;;6;32.80;-5;2.00;-;0;8.9;-999;-999;-999;OC
1;NGC2177;;;;;6;1.26;-67;44.03;-;1;12.83;-999;-999;-999;OC
1;IC166;;;;;1;52.50;61;50.00;-;0;11.7;-999;-999;-999;OC
1;NGC2343;Mon;;;;7;8.10;-10;37.00;-;6;6.7;-999;3400;-999;OC
1;NGC6595;;;;;18;17.00;-19;53.00;-;0;7;-999;-999;-999;OC
1;NGC2135;;;;;5;53.56;-67;25.62;-;2;12.05;-999;-999;-999;OC
1;NGC1816;;;;;5;3.87;-67;15.75;-;1;13.02;-999;-999;-999;OC
1;NGC1896;;;;;5;25.70;29;18.00;-;0;-999;-999;-999;-999;OC
1;NGC1545;Per;;;;4;20.95;50;15.20;-;0;6.2;-999;2319;-999;OC
1;NGC2025;;;;;5;32.55;-71;43.05;-;2;10.94;-999;-999;-999;OC
1;NGC2127;;;;;5;51.37;-69;21.56;-;2;11.64;-999;-999;-999;OC
1;NGC6520;;;;;18;3.40;-27;53.30;-;0;7.6;-999;-999;-999;OC
1;NGC2098;;;;;5;42.49;-68;16.44;-;2;10.73;-999;-999;-999;OC
1;NGC2138;;;;;5;54.82;-65;50.22;-;1;13.76;-999;-999;-999;OC
1;NGC2155;;;;;5;58.53;-65;28.64;-;0;12.6;-999;-999;-999;OC
1;NGC1697;;;;;4;48.61;-68;33.51;-;2;12.62;-999;-999;-999;OC
1;NGC1856;;;;;5;9.50;-69;7.75;-;3;10.06;-999;-999;-999;OC
1;NGC5385;;;;;13;52.45;76;10.50;-;0;-999;-999;-999;-999;OC
1;NGC3590;;;;;11;12.98;-60;47.30;-;0;8.2;-999;-999;-999;OC
1;IC1434;;;;;22;10.56;52;50.56;-;0;9;-999;-999;-999;OC
1;NGC2010;;;;;5;30.57;-70;49.14;-;2;11.72;-999;-999;-999;OC
1;NGC6811;Cyg;;;;19;37.28;46;23.30;IV3p;15;6.8;-999;4000;-999;OC
1;NGC2019;;;;;5;31.94;-70;9.54;-;0;10.86;-999;-999;-999;OC
1;NGC1863;;;;;5;11.67;-68;43.60;-;1;10.98;-999;-999;-999;OC
1;IC1590;;;;;0;52.82;56;37.70;-;0;-999;-999;-999;-999;OC
1;NGC2084;;;;;5;40.28;-69;45.40;-;0;-999;-999;-999;-999;OC
1;NGC2120;;;;;5;50.57;-63;40.50;-;2;12.67;-999;-999;-999;OC
1;NGC4349;Cru;;;;12;24.13;-61;52.30;I2m;4;7.2;-999;7100;-999;OC
1;NGC2658;;;;;8;43.40;-32;39.00;-;0;9.2;-999;-999;-999;OC
1;NGC1911;;;;;5;19.43;-66;40.98;-;1;-999;-999;-999;-999;OC
1;NGC1641;;;;;4;35.53;-65;45.00;-;0;-999;-999;-999;-999;OC
1;NGC7134;;;;;21;48.93;-12;58.40;-;0;13.4;-999;-999;-999;OC
1;NGC6950;;;;;20;41.07;16;37.10;-;0;-999;-999;-999;-999;OC
1;NGC956;;;;;2;32.25;44;33.80;-;0;8.9;-999;-999;-999;OC
1;NGC1764;;;;;4;56.46;-67;41.76;-;1;12.58;-999;-999;-999;OC
1;NGC2432;;;;;7;40.88;-19;4.60;-;0;10.2;-999;-999;-999;OC
1;NGC1850;Dor;;;;5;8.76;-68;45.64;-;3;8.96;-999;168000;-999;OC
1;NGC5822;Lup;;;;15;4.40;-54;24.08;II1r;35;6.5;-999;3000;-999;OC
1;NGC1862;;;;;5;12.57;-66;9.30;-;1;13.33;-999;-999;-999;OC
1;NGC5823;;;;;15;5.70;-55;37.00;-;0;7.9;-999;-999;-999;OC
1;IC1655;;;;;1;11.90;-71;19.81;-;2;14;-999;-999;-999;OC
1;NGC2588;;;;;8;23.20;-32;59.00;-;0;11.8;-999;-999;-999;OC
1;NGC2058;;;;;5;36.91;-70;9.73;-;2;11.85;-999;-999;-999;OC
1;NGC7036;;;;;21;10.03;15;31.10;-;0;-999;-999;-999;-999;OC
1;NGC2056;;;;;5;36.57;-70;40.30;-;2;11.77;-999;-999;-999;OC
1;NGC1807;Tau;;;;5;10.70;16;32.00;Ast;12;7;-999;-999;-999;OC
1;NGC272;;;;;0;51.30;35;50.00;-;0;-999;-999;-999;-999;OC
1;NGC1711;;;;;4;50.62;-69;59.03;-;3;11.1;-999;-999;-999;OC
1;NGC1902;;;;;5;18.31;-66;37.65;-;2;11.77;-999;-999;-999;OC
1;NGC2224;;;;;6;27.53;12;39.33;-;0;-999;-999;-999;-999;OC
1;NGC1885;;;;;5;15.12;-68;58.72;-;1;11.97;-999;-999;-999;OC
1;ClMelotte96;Pyx;;;;9;16.13;-36;38.16;-;0;-999;-999;-999;-999;OC
1;NGC6025;TrA;;;;16;3.28;-60;25.90;II2p;15;5.1;-999;2500;-999;OC
1;NGC2043;;;;;5;35.94;-70;4.38;-;1;-999;-999;-999;-999;OC
1;NGC2215;;;;;6;20.82;-7;17.00;-;0;8.45;-999;-999;-999;OC
1;NGC2038;;;;;5;34.72;-70;33.85;-;2;11.92;-999;-999;-999;OC
1;NGC4184;;;;;12;13.10;-62;38.00;-;0;-999;-999;-999;-999;OC
1;IC1611;;;;;0;59.81;-72;20.02;-;2;11.96;-999;-999;-999;OC
1;NGC3572;;;;;11;10.38;-60;14.90;-;0;6.6;-999;-999;-999;OC
1;NGC2072;;;;;5;38.40;-70;13.87;-;1;13.21;-999;-999;-999;OC
1;NGC2000;;;;;5;27.50;-71;52.79;-;2;12.14;-999;-999;-999;OC
1;NGC2011;;;;;5;32.32;-67;31.30;-;1;10.58;-999;-999;-999;OC
1;IC2148;;;;;5;39.18;-75;33.80;-;1;14.23;-999;-999;-999;OC
1;NGC1818B;;;;;5;4.03;-66;26.77;-;0;-999;-999;-999;-999;OC
1;NGC2451A;;;;;7;43.20;-38;24.00;-;0;-999;-999;-999;-999;OC
1;NGC2448;;;;;7;44.57;-24;40.80;-;0;-999;-999;-999;-999;OC
1;NGC2348;;;;;7;3.05;-67;24.70;-;0;-999;-999;-999;-999;OC
1;NGC4230;;;;;12;17.30;-55;8.00;-;0;9.4;-999;-999;-999;OC
1;NGC2107;;;;;5;43.20;-70;38.45;-;2;11.51;-999;-999;-999;OC
1;NGC3572A;;;;;11;11.00;-60;-18.00;-;0;-999;-999;-999;-999;OC
1;NGC2161;;;;;5;55.72;-74;21.23;-;2;12.95;-999;-999;-999;OC
1;NGC2972;;;;;9;40.48;-50;20.17;-;0;9.9;-999;-999;-999;OC
1;NGC6791;;;;;19;20.88;37;46.30;-;0;9.5;-999;-999;-999;OC
1;IC2140;;;;;5;33.35;-75;22.60;-;2;13.48;-999;-999;-999;OC
1;NGC1881;;;;;5;13.62;-69;18.05;-;1;-999;-999;-999;-999;OC
1;NGC1877;;;;;5;13.36;-69;22.63;-;1;-999;-999;-999;-999;OC
1;NGC6169;;;;;16;34.10;-44;3.00;-;0;6.6;-999;-999;-999;OC
1;NGC2391;;;;;7;29.20;33;49.00;-;0;-999;-999;-999;-999;OC
1;NGC1772;;;;;4;56.91;-69;33.42;-;1;10.97;-999;-999;-999;OC
1;IC2391;Vel;;Omicron Velorum Cluster;Omicron Velorum Cluster;8;40.53;-53;2.13;II3p;60;2.6;-999;490;50;OC
1;NGC433;;;;;1;15.20;60;8.00;-;0;-999;-999;-999;-999;OC
1;NGC1901;;;;;5;18.18;-68;27.00;-;0;-999;-999;-999;-999;OC
1;NGC1847;;;;;5;7.14;-68;58.26;-;2;12.469;-999;-999;-999;OC
1;NGC1882;;;;;5;15.57;-66;7.70;-;2;12.33;-999;-999;-999;OC
1;NAMERob1;;;;;5;8.65;-68;45.53;-;0;-999;-999;-999;-999;OC
1;NGC110;;;;;0;27.30;71;24.00;-;0;-999;-999;-999;-999;OC
1;NGC2547;Vel;;;;8;10.43;-49;10.05;II2p;25;4.7;-999;1500;-999;OC
1;NGC2225;;;;;6;26.60;-9;39.00;-;0;-999;-999;-999;-999;OC
1;NGC1870;;;;;5;13.18;-69;7.05;-;1;11.26;-999;-999;-999;OC
1;NGC6997;;;;;20;56.67;44;38.50;-;0;10;-999;-999;-999;OC
1;IC1369;;;;;21;12.10;47;44.00;-;0;8.8;-999;-999;-999;OC
1;NGC3572a;;;;;11;11.20;-60;17.00;-;0;-999;-999;-999;-999;OC
1;NGC1981;Ori;;;;5;35.15;-4;25.90;-;28;4.2;-999;1300;-999;OC
1;NGC2070;Dor;;Caldwell 103;Caldwell 103;5;38.70;-69;6.00;-;4;7.25;-999;157000;-999;OC
1;NGC2355;;;;;7;16.98;13;45.00;-;0;9.7;-999;-999;-999;OC
1;IC1708;;;;;1;24.93;-71;11.00;-;1;-999;-999;-999;-999;OC
1;NGC1864;;;;;5;12.67;-67;37.35;-;1;12.86;-999;-999;-999;OC
1;NGC1835;;;;;5;5.12;-69;24.24;-;2;10.596;-999;-999;-999;OC
1;IC2581;;;;;10;27.48;-57;37.00;-;0;4.3;-999;-999;-999;OC
1;NGC1983;Dor;;;;5;27.73;-68;59.10;-;1;9.9;-999;160000;-999;OC
1;NGC7801;;;;;0;0.40;50;42.00;-;0;-999;-999;-999;-999;OC
1;NGC1919;;;;;5;20.15;-66;52.40;-;0;-999;-999;-999;-999;OC
1;NGC7127;;;;;21;43.90;54;37.00;-;0;-999;-999;-999;-999;OC
1;NGC2053;;;;;5;37.69;-67;24.82;-;1;12.18;-999;-999;-999;OC
1;NGC6318;;;;;17;17.90;-39;26.53;-;0;11.8;-999;-999;-999;OC
1;NGC6425;;;;;17;47.03;-31;30.00;-;0;7.2;-999;-999;-999;OC
1;NGC1193;;;;;3;5.93;44;23.00;-;0;12.6;-999;-999;-999;OC
1;NGC2057;;;;;5;36.91;-70;16.08;-;1;12.17;-999;-999;-999;OC
1;NGC2414;;;;;7;33.20;-15;27.20;-;0;7.9;-999;-999;-999;OC
1;NGC1887;;;;;5;16.08;-66;19.20;-;2;12.72;-999;-999;-999;OC
1;NGC1974;;;;;5;27.98;-67;25.45;-;0;10.3;-999;-999;-999;OC
1;NGC6858;;;;;20;2.93;11;15.50;-;0;-999;-999;-999;-999;OC
1;IC1612;;;;;1;0.00;-72;22.30;-;1;12.31;-999;-999;-999;OC
1;NAMELW426e;;;;;6;12.97;-68;15.50;-;2;-999;-999;-999;-999;OC
1;NGC4103;;;;;12;6.71;-61;15.35;-;0;7.4;-999;-999;-999;OC
1;NGC7281;;;;;22;25.30;57;49.00;-;0;-999;-999;-999;-999;OC
1;NGC5800;;;;;15;1.78;-51;55.10;-;0;-999;-999;-999;-999;OC
1;NGC269;;;;;0;48.37;-73;31.81;-;1;12.59;-999;-999;-999;OC
1;NGC2027;;;;;5;35.01;-66;55.10;-;1;10.97;-999;-999;-999;OC
1;NGC2145;;;;;5;54.39;-70;54.14;-;2;12.07;-999;-999;-999;OC
1;NGC1823;;;;;5;3.41;-70;20.10;-;1;12.09;-999;-999;-999;OC
1;NGC1649;;;;;4;38.11;-68;46.71;-;1;-999;-999;-999;-999;OC
1;NGC1830;;;;;5;4.66;-69;20.56;-;1;12.56;-999;-999;-999;OC
1;NGC2671;;;;;8;46.20;-41;53.00;-;0;11.6;-999;-999;-999;OC
1;NGC744;;;;;1;58.60;55;28.00;-;0;7.9;-999;-999;-999;OC
1;NGC1698;;;;;4;49.07;-69;6.90;-;1;12.07;-999;-999;-999;OC
1;NGC6649;;;;;18;33.45;-10;24.20;-;0;8.9;-999;-999;-999;OC
1;NGC657;;;;;1;43.80;55;52.00;-;0;-999;-999;-999;-999;OC
1;NGC6281;Sco;;;;17;4.68;-37;59.10;II2p;8;5.4;-999;1550;-999;OC
1;NGC1828;;;;;5;4.35;-69;23.43;-;1;12.52;-999;-999;-999;OC
1;NGC6525;;;;;18;2.00;11;1.40;-;0;-999;-999;-999;-999;OC
1;NGC241;;;;;0;43.55;-73;26.42;-;1;-999;-999;-999;-999;OC
1;NGC366;;;;;1;6.50;62;14.00;-;0;-999;-999;-999;-999;OC
1;NGC2678;;;;;8;50.03;11;20.30;-;0;-999;-999;-999;-999;OC
1;IC2157;;;;;6;5.00;24;0.00;-;0;8.4;-999;-999;-999;OC
1;NGC2094;;;;;5;42.20;-68;55.00;-;0;-999;-999;-999;-999;OC
1;NGC7062;;;;;21;23.30;46;23.00;-;0;8.3;-999;-999;-999;OC
1;NGC2186;;;;;6;12.12;5;27.50;-;0;8.7;-999;-999;-999;OC
1;NGC1946;;;;;5;25.26;-66;23.66;-;1;12.62;-999;-999;-999;OC
1;NGC6843;;;;;19;56.10;12;9.80;-;0;-999;-999;-999;-999;OC
1;NGC7129;;;;;21;42.93;66;6.20;-;0;11.5;-999;-999;-999;OC
1;NGC2154;;;;;5;57.63;-67;15.70;-;2;11.79;-999;-999;-999;OC
1;NGC6031;;;;;16;7.86;-54;3.05;-;0;8.5;-999;-999;-999;OC
1;NGC2539;Pup;;;;8;10.62;-12;49.10;II1m;15;6.5;170;4400;-999;OC
1;NGC1917;;;;;5;19.06;-69;0.11;-;2;12.33;-999;-999;-999;OC
1;NGC1774;;;;;4;58.10;-67;14.46;-;2;10.76;-999;-999;-999;OC
1;NGC2413;;;;;7;33.10;-13;2.00;-;0;-999;-999;-999;-999;OC
1;NGC1758;;;;;5;4.40;23;47.00;-;0;-999;-999;-999;-999;OC
1;IC1624;;;;;1;5.36;-72;2.56;-;0;12.42;-999;-999;-999;OC
1;NGC7296;;;;;22;28.02;52;19.37;-;0;9.7;-999;-999;-999;OC
1;NGC7086;;;;;21;30.45;51;36.00;-;0;8.4;-999;-999;-999;OC
1;NGC2028;;;;;5;33.81;-69;57.06;-;1;12.88;-999;-999;-999;OC
1;NGC2240;;;;;6;33.17;35;15.00;-;0;-999;-999;-999;-999;OC
1;NGC2866;;;;;9;22.07;-51;6.13;-;0;-999;-999;-999;-999;OC


